,title,studios,type,genres,ratio_rank,completed_count,start_date,anime_id
3188,Kiseijuu: Sei no Kakuritsu,Madhouse,TV,Action|Drama|Horror|Sci-Fi|Psychological|Seinen,25.0,1204393,2014,22535
3189,Hyouka,Kyoto Animation,TV,Mystery|Slice of Life|School,119.0,640331,2012,12189
3190,Vampire Knight,Studio Deen,TV,Drama|Mystery|Romance|Supernatural|Vampire|Shoujo,1005.0,422320,2008,3457
3191,Tsukiuta. The Animation,Studio Pierrot,TV,Music,4296.0,9487,2016,33037
3192,Ueki no Housoku,Studio Deen,TV,Action|Adventure|Comedy|Drama|Supernatural|Super Power|Shounen,1335.0,55492,2005,479
3193,Bishoujo Yuugi Unit Crane Game Girls Galaxy,Kyotoma,TV,Comedy|Game|Space,9650.0,1579,2016,33541
3194,Otona nya Koi no Shikata ga Wakaranee!,Ether Kitten,TV,Romance|Erotica,6939.0,4843,2020,42714
3195,Kuutei Dragons,Polygon Pictures,TV,Adventure|Fantasy|Seinen,3427.0,14518,2020,39531
3196,Saki,Gonzo|Picture Magic,TV,Slice of Life|Game|School,1830.0,42700,2009,5671
3197,Slayers,E&G Films,TV,Adventure|Comedy|Fantasy|Demons,895.0,73460,1995,534
3198,Mouryou no Hako,Madhouse,TV,Mystery|Supernatural|Suspense|Psychological|Seinen,3220.0,15901,2008,4879
3199,Zombieland Saga: Revenge,MAPPA,TV,Comedy|Supernatural|Music,739.0,70226,2021,40174
3200,Kemono no Souja Erin,Production I.G|Trans Arts,TV,Drama|Fantasy|Slice of Life,2094.0,20721,2009,5420
3201,Mobile Suit Gundam,Sunrise,TV,Sci-Fi|Mecha|Military|Space,995.0,60834,1979,80
3202,Boogiepop wa Warawanai (2019),Madhouse,TV,Avant Garde|Drama|Horror|Mystery|Supernatural|Psychological,2059.0,58362,2019,37451
3203,Hinomaruzumou,Gonzo,TV,Sports|Martial Arts|Shounen,1210.0,54411,2018,37007
3204,Petshop of Horrors,Madhouse,TV,Horror|Mystery|Supernatural|Josei,2172.0,36722,1999,326
3205,Reikenzan: Eichi e no Shikaku,Studio Deen,TV,Comedy|Fantasy,3141.0,23615,2017,33019
3206,Major S3,Studio Hibari,TV,Drama|Sports|Shounen,791.0,53312,2007,1842
3207,Tenkuu no Escaflowne,Sunrise,TV,Adventure|Fantasy|Romance|Mecha|Psychological,1090.0,75374,1996,182
3208,Choboraunyopomi Gekijou Ai Mai Mii,Seven,TV,Comedy|Slice of Life,5556.0,15929,2013,16169
3209,Teekyuu,MAPPA,TV,Comedy|Sports|School|Shounen,3313.0,32906,2012,15125
3210,Houseki no Kuni (TV),Orange,TV,Action|Drama|Fantasy|Mystery|Seinen,453.0,191438,2017,35557
3211,Fate/stay night: Unlimited Blade Works,ufotable,TV,Action|Fantasy|Supernatural,86.0,739376,2014,22297
3212,Zero no Tsukaima,J.C.Staff,TV,Action|Adventure|Comedy|Fantasy|Romance|Ecchi|Harem|School,503.0,562123,2006,1195
3213,Monster Hunter Stories: Ride On,David Production,TV,Fantasy,7043.0,1716,2016,31631
3214,Kyoto Teramachi Sanjou no Holmes,Seven,TV,Drama|Mystery|Romance|Slice of Life,3091.0,25094,2018,37458
3215,Endro~!,Studio Gokumi,TV,Fantasy|Slice of Life,2899.0,26182,2019,38062
3216,Ingress the Animation,Craftar Studios,TV,Action|Mystery|Sci-Fi|Game,5380.0,9036,2018,37438
3217,Appare-Ranman!,P.A. Works,TV,Comedy|Cars|Historical,1655.0,46377,2020,40532
3218,"Kono Danshi, Mahou ga Oshigoto Desu.",CoMix Wave Films,TV,Boys Love|Fantasy,3415.0,18073,2016,31815
3219,Caligula (TV),Satelight,TV,Action|Sci-Fi,4566.0,25826,2018,36828
3220,Kuroshitsuji: Book of Circus,A-1 Pictures,TV,Action|Comedy|Mystery|Supernatural|Demons|Historical|Shounen,368.0,264402,2014,22145
3221,K: Return of Kings,GoHands,TV,Action|Supernatural|Super Power,750.0,193838,2015,27991
3222,Masou Gakuen HxH,Production IMS,TV,Action|Comedy|Fantasy|Romance|Sci-Fi|Ecchi|Harem|School,2702.0,145844,2016,31845
3223,Glasslip,P.A. Works,TV,Romance|Slice of Life|Supernatural,4074.0,88419,2014,23079
3224,Divergence Eve,Radix,TV,Adventure|Comedy|Drama|Sci-Fi|Mecha|Military|Space,7054.0,4969,2003,294
3225,Yuru Yuri San☆Hai!,TYO Animations,TV,Comedy|Girls Love|Slice of Life|School,755.0,76739,2015,30279
3226,Kiba,Madhouse,TV,Adventure|Fantasy|Shounen,2204.0,36880,2006,845
3227,Hiiro no Kakera 2,Studio Deen,TV,Fantasy|Romance|Supernatural|Shoujo,2644.0,33727,2012,14645
3228,Koihime†Musou,Doga Kobo,TV,Action|Adventure|Fantasy|Ecchi|Historical|Martial Arts,3431.0,23429,2008,4262
3229,Last Exile,Gonzo,TV,Action|Adventure|Sci-Fi,911.0,81070,2003,97
3230,Go! Go! 575,C2C|Lay-duce,TV,Slice of Life,6782.0,7735,2014,21267
3231,Donten ni Warau,Doga Kobo,TV,Action|Supernatural|Historical|Shoujo,1657.0,54946,2014,21743
3232,Metal Fight Beyblade: Baku,Tatsunoko Production|SynergySP,TV,Adventure|Comedy|Sports|Kids,2607.0,38116,2010,8410
3233,Mayonaka no Occult Koumuin,LIDENFILMS,TV,Fantasy|Mystery|Supernatural|Demons|Shoujo,3161.0,25933,2019,37964
3234,Blue Drop: Tenshi-tachi no Gikyoku,BeSTACK|Asahi Production,TV,Drama|Girls Love|Sci-Fi,4067.0,13816,2007,2964
3235,Fukumenkei Noise,Brain's Base,TV,Drama|Romance|Music|School|Shoujo,2490.0,54747,2017,33203
3236,Jigoku Shoujo Mitsuganae,Studio Deen,TV,Mystery|Supernatural|Psychological,1581.0,50380,2008,3713
3237,Mahou Shoujo Lyrical Nanoha,Seven Arcs,TV,Action|Comedy|Drama|Super Power,1583.0,50478,2004,76
3238,Radiant 2nd Season,Lerche,TV,Action|Adventure|Fantasy,1436.0,48938,2019,39355
3239,Beatless Final Stage,Diomedéa,TV,Action|Drama|Romance|Sci-Fi,3678.0,19935,2018,38020
3240,Prism Ark,Front Line,TV,Action|Comedy|Drama|Fantasy,4910.0,10923,2007,1807
3241,Hidamari Sketch,Shaft,TV,Comedy|Slice of Life|School|Seinen,2127.0,29507,2007,1852
3242,Diamond no Ace: Act II,Madhouse,TV,Comedy|Sports|School|Shounen,956.0,40826,2019,38731
3243,Rental Magica,Zexcs,TV,Fantasy|Mystery|Supernatural,2859.0,24869,2007,2369
3244,Norn9: Norn+Nonet,Kinema Citrus,TV,Adventure|Fantasy|Romance|Sci-Fi|Josei,3440.0,36991,2016,31452
3245,Crayon Shin-chan,Shin-Ei Animation,TV,Comedy|Slice of Life|Ecchi|School|Seinen,1776.0,0,1992,966
3246,Natsume Yuujinchou Shi,Brain's Base,TV,Drama|Slice of Life|Supernatural|Demons|Shoujo,297.0,128326,2012,11665
3247,Araburu Kisetsu no Otome-domo yo.,Lay-duce,TV,Comedy|Drama|Romance|School|Shounen,873.0,149355,2019,38753
3248,Gakkougurashi!,Lerche,TV,Horror|Mystery|Slice of Life|Psychological|School,600.0,230633,2015,24765
3249,Meiji Tokyo Renka,TMS Entertainment,TV,Romance|Supernatural|Harem|Historical|Shoujo,3235.0,21702,2019,34209
3250,Hanayamata,Madhouse,TV,Comedy|Slice of Life|School,1768.0,44467,2014,21681
3251,Gaikotsu Shotenin Honda-san,DLE,TV,Comedy|Slice of Life,1524.0,47705,2018,36317
3252,Love Kome: We Love Rice Nikisaku,Encourage Films,TV,Gourmet|Slice of Life,9342.0,2007,2017,35818
3253,Zoku Sayonara Zetsubou Sensei,Shaft,TV,Comedy|Parody|School|Shounen,818.0,69686,2008,3228
3254,Hakuouki: Hekketsuroku,Studio Deen,TV,Action|Drama|Supernatural|Historical|Samurai|Josei,1691.0,53069,2010,9065
3255,Shikabane Hime: Aka,Gainax|feel.,TV,Action|Horror|Supernatural|Shounen,1781.0,53330,2008,4581
3256,Release the Spyce,Lay-duce,TV,Action|School,2924.0,25001,2018,37221
3257,Mahou Sensei Negima!,Xebec,TV,Comedy|Fantasy|Romance|Supernatural|Ecchi|Harem|School|Super Power|Shounen,2053.0,79200,2005,157
3258,"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",SILVER LINK.|Studio Palette,TV,Action|Drama|Fantasy|Mystery|Romance,640.0,201710,2021,47790
3259,Nanatsu no Taizai: Imashime no Fukkatsu,A-1 Pictures,TV,Action|Adventure|Fantasy|Supernatural|Shounen,227.0,793662,2018,34577
3260,009-1,Ishimori Entertainment,TV,Action|Sci-Fi|Mecha|Seinen,5624.0,7481,2006,1583
3261,Hoozuki no Reitetsu,Wit Studio,TV,Comedy|Fantasy|Supernatural|Demons|Seinen,1391.0,50423,2014,20431
3262,Nil Admirari no Tenbin,Zero-G,TV,Fantasy|Romance|Harem|Historical|Josei,4525.0,12215,2018,33850
3263,Dies Irae,A.C.G.T.,TV,Action|Military|Super Power,5150.0,41554,2017,32271
3264,Jujutsu Kaisen (TV),MAPPA,TV,Action|Supernatural|Demons|School|Shounen,10.0,1190064,2020,40748
3265,BanG Dream! 2nd Season,SANZIGEN,TV,Music,2397.0,21316,2019,37869
3266,Chikyuu Shoujo Arjuna,Satelight,TV,Adventure|Drama|Sci-Fi,4187.0,12432,2001,812
3267,Non Non Biyori Repeat,SILVER LINK.,TV,Comedy|Slice of Life|School|Seinen,343.0,109990,2015,23623
3268,Seiyou Kottou Yougashiten: Antique,Nippon Animation|SynergySP|Shirogumi,TV,Boys Love|Comedy|Gourmet|Shoujo,3157.0,18033,2008,4021
3269,Ange Vierge,SILVER LINK.,TV,Adventure|Fantasy|School,5275.0,17528,2016,32171
3270,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,asread.,TV,Comedy|Fantasy|Romance|Ecchi,1431.0,162629,2013,18677
3271,Kaze no Stigma,Gonzo,TV,Action|Romance|Supernatural,714.0,289829,2007,1691
3272,Haikyuu!! To the Top,Production I.G,TV,Comedy|Drama|Sports|School|Shounen,34.0,577138,2020,38883
3273,Infinite Dendrogram,NAZ,TV,Fantasy|Game,3148.0,76496,2020,38909
3274,Rokudenashi Majutsu Koushi to Akashic Records,LIDENFILMS,TV,Action|Fantasy|School,547.0,453968,2017,32951
3275,Nanatsu no Taizai: Fundo no Shinpan,Studio Deen,TV,Action|Adventure|Fantasy|Supernatural|Shounen,1957.0,141876,2021,41491
3276,Maoujou de Oyasumi,Doga Kobo,TV,Comedy|Fantasy|Demons|Shounen,688.0,85248,2020,40397
3277,Diamond no Ace: Second Season,Production I.G|Madhouse,TV,Comedy|Sports|School|Shounen,571.0,83200,2015,30230
3278,Bakuten Shoot Beyblade G Revolution,Madhouse,TV,Action|Adventure|Comedy|Sci-Fi|Sports|Shounen,2592.0,38241,2003,1668
3279,Koisuru Asteroid,Doga Kobo,TV,Comedy|Slice of Life|School,2678.0,28937,2020,39388
3280,Kobato.,Madhouse,TV,Comedy|Drama|Fantasy|Romance,1161.0,68436,2009,5678
3281,Gunslinger Stratos The Animation,A-1 Pictures,TV,Action|Sci-Fi,4191.0,36201,2015,28791
3282,Sakura Trick,Studio Deen,TV,Comedy|Girls Love|Romance|Slice of Life|School|Seinen,1605.0,133315,2014,20047
3283,K,GoHands,TV,Action|Mystery|Supernatural|Super Power,445.0,456934,2012,14467
3284,Horimiya,CloverWorks,TV,Comedy|Romance|Slice of Life|School|Shounen,102.0,618843,2021,42897
3285,"Tantei wa Mou, Shindeiru.",ENGI,TV,Comedy|Drama|Mystery|Romance,2555.0,85219,2021,46471
3286,Hanasakeru Seishounen,Studio Pierrot,TV,Drama|Romance|Shoujo,2364.0,28322,2009,5835
3287,Megami Kouhosei,Xebec,TV,Action|Sci-Fi|Mecha|Military|Space,4777.0,13096,2000,888
3288,Bishoujo Senshi Sailor Moon SuperS,Toei Animation,TV,Drama|Romance|Shoujo,1245.0,80320,1995,1239
3289,Young Black Jack,Tezuka Productions,TV,Drama|Historical|Seinen,2157.0,39394,2015,30740
3290,Sanrio Danshi,Studio Pierrot,TV,Drama|Slice of Life|School,3581.0,20172,2018,34839
3291,Gakuen Basara,Brain's Base,TV,Action|Comedy|School,6974.0,3879,2018,37657
3292,Metal Fight Beyblade 4D,SynergySP,TV,Adventure|Sports|Kids,2714.0,33727,2011,10370
3293,Ikemen Sengoku: Toki wo Kakeru ga Koi wa Hajimaranai,TMS Entertainment|Jinnis Animation Studios,TV,Romance|Historical,6796.0,4077,2017,34337
3294,Sengoku Otome: Momoiro Paradox,TMS Entertainment,TV,Action|Comedy|Sci-Fi|Historical|Samurai|Super Power,3769.0,21246,2011,10308
3295,Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note,TROYCA,TV,Fantasy|Mystery|Supernatural,1294.0,61642,2019,38959
3296,Beelzebub-jou no Okinimesu mama.,LIDENFILMS,TV,Comedy|Fantasy|Romance|Demons|Shounen,2110.0,37975,2018,37716
3297,Fantasista Doll,Hoods Entertainment,TV,Fantasy|Sci-Fi,5323.0,11382,2013,15883
3298,Senki Zesshou Symphogear XV,Satelight,TV,Action|Sci-Fi|Music,2703.0,13411,2019,32843
3299,Aoharu x Kikanjuu,Brain's Base,TV,Action|Comedy|Sports|Shounen,1353.0,124894,2015,30205
3300,Cross Game,SynergySP,TV,Comedy|Drama|Romance|Sports|School|Shounen,1133.0,53319,2009,5941
3301,Amaenaide yo!!,Studio Deen,TV,Comedy|Romance|Supernatural|Ecchi|Harem,3288.0,44691,2005,591
3302,Mousou Dairinin,Madhouse,TV,Avant Garde|Drama|Mystery|Supernatural|Suspense|Police|Psychological,870.0,161274,2004,323
3303,Love Stage!!,J.C.Staff,TV,Boys Love|Comedy|Romance,1197.0,179657,2014,21105
3304,Durarara!!,Brain's Base,TV,Action|Mystery|Supernatural,105.0,725441,2010,6746
3305,One Punch Man 2nd Season,J.C.Staff,TV,Action|Comedy|Sci-Fi|Supernatural|Parody|Super Power,143.0,1010160,2019,34134
3306,High School DxD,TNK,TV,Comedy|Romance|Ecchi|Demons|Harem|School,328.0,1007542,2012,11617
3307,Utawarerumono: Itsuwari no Kamen,White Fox,TV,Action|Drama|Fantasy,1956.0,48763,2015,30901
3308,Captain Tsubasa (2018),David Production,TV,Action|Sports|Shounen,2088.0,25364,2018,36934
3309,Tsugu Tsugumomo,Zero-G,TV,Action|Comedy|Supernatural|Ecchi|School|Seinen,1751.0,40204,2020,39469
3310,Warau Salesman New,Shin-Ei Animation,TV,Comedy|Drama|Seinen,5683.0,6582,2017,34550
3311,DNA²,Madhouse|Studio Deen,TV,Comedy|Romance|Sci-Fi,3426.0,24757,1994,563
3312,Konbini Kareshi,Studio Pierrot,TV,Romance|Slice of Life,3740.0,35811,2017,35434
3313,Onigiri,Pierrot Plus,TV,Comedy|Fantasy|Supernatural,6866.0,11332,2016,32606
3314,Pokemon Sun & Moon,OLM,TV,Action|Fantasy|Game|School|Kids,2737.0,41233,2016,34034
3315,Shironeko Project: Zero Chronicle,Project No.9,TV,Action|Adventure|Fantasy,5190.0,41246,2020,38843
3316,Super Lovers,Studio Deen,TV,Boys Love|Comedy|Drama|Romance|Slice of Life,2345.0,93326,2016,31680
3317,Dennou Coil,Madhouse,TV,Adventure|Comedy|Drama|Mystery|Sci-Fi,1336.0,44468,2007,2164
3318,Yoru no Yatterman,Tatsunoko Production,TV,Action|Adventure|Comedy|Drama,4390.0,13359,2015,28155
3319,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari,Production IMS|Orange,TV,Comedy|Sci-Fi|Mecha|Police,5231.0,21629,2016,31790
3320,Bakugan Battle Brawlers,TMS Entertainment,TV,Action|Fantasy|Game,2794.0,77708,2007,2156
3321,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",Diomedéa,TV,Comedy|Romance|Harem|School,824.0,261204,2013,19221
3322,Onara Gorou,ILCA,TV,Comedy,6864.0,6363,2016,33274
3323,Bleach,Studio Pierrot,TV,Action|Adventure|Comedy|Supernatural|Super Power|Shounen,128.0,786178,2004,269
3324,Kure-nai,Brain's Base,TV,Comedy|Drama|Martial Arts,1728.0,44598,2008,3358
3325,Keroro Gunsou,Sunrise,TV,Comedy|Sci-Fi|Mecha|Parody|Shounen,1475.0,24041,2004,516
3326,Kyoukai no Rinne (TV),Brain's Base,TV,Comedy|Supernatural|School|Shounen,2598.0,34121,2015,28423
3327,Bishoujo Senshi Sailor Moon: Sailor Stars,Toei Animation,TV,Adventure|Comedy|Drama|Fantasy|Romance|Shoujo,1034.0,74019,1996,996
3328,Senran Kagura Shinovi Master: Tokyo Youma-hen,TNK,TV,Action|Comedy|Ecchi|School,5220.0,10746,2018,36037
3329,Build Divide: Code Black,LIDENFILMS,TV,Fantasy|Game,5274.0,8368,2021,48776
3330,Gakkou no Kaidan,Studio Pierrot,TV,Horror|Mystery|Supernatural,1458.0,75093,2000,1281
3331,Freezing,A.C.G.T.,TV,Action|Drama|Romance|Sci-Fi|Ecchi|Harem|Martial Arts|Seinen,1472.0,215846,2011,9367
3332,Violet Evergarden,Kyoto Animation,TV,Drama|Fantasy|Slice of Life,92.0,902619,2018,33352
3333,Free!,Kyoto Animation|Animation Do,TV,Comedy|Drama|Slice of Life|Sports|School,394.0,511161,2013,18507
3334,Ninin ga Shinobuden,ufotable,TV,Comedy|Martial Arts|Parody,3538.0,17998,2004,229
3335,Full Moon wo Sagashite,Studio Deen,TV,Comedy|Drama|Romance|Supernatural|Music|Shoujo,1430.0,56003,2002,122
3336,Futakoi,Telecom Animation Film,TV,Comedy|Romance|School,4084.0,20776,2004,125
3337,Level E,Studio Pierrot|David Production,TV,Comedy|Sci-Fi|Shounen,1812.0,44142,2011,9834
3338,Hatsukoi Limited.,J.C.Staff,TV,Comedy|Romance|School|Shounen,1696.0,47778,2009,5150
3339,Shangri-La,Gonzo,TV,Action|Drama|Sci-Fi,3236.0,20188,2009,5220
3340,Hataraku Maou-sama!,White Fox,TV,Comedy|Fantasy|Romance|Supernatural|Demons,35.0,1040820,2013,15809
3341,Berserk 2nd Season,Millepensee|GEMBA,TV,Action|Adventure|Drama|Fantasy|Horror|Supernatural|Demons,2611.0,103827,2017,34055
3342,Akebi-chan no Sailor-fuku,CloverWorks,TV,Slice of Life|School,2511.0,0,2022,48553
3343,Working'!!,A-1 Pictures,TV,Comedy|Romance|Slice of Life|Seinen,235.0,186916,2011,10521
3344,Mobile Suit Gundam ZZ,Sunrise,TV,Comedy|Drama|Sci-Fi|Mecha|Military|Space,3756.0,21167,1986,86
3345,Metal Fight Beyblade Zero G,Tatsunoko Production|SynergySP,TV,Adventure|Sports|Kids,5854.0,9092,2012,13231
3346,D.C.III: Da Capo III,Kazami Gakuen Koushiki Douga-bu,TV,Drama|Romance|Ecchi|School,4312.0,14597,2013,14827
3347,Lostorage Incited WIXOSS,J.C.Staff,TV,Game|Psychological,3438.0,24674,2016,33197
3348,Gochuumon wa Usagi Desu ka??,Kinema Citrus|White Fox,TV,Comedy|Slice of Life,890.0,67133,2015,29787
3349,Working!!!,A-1 Pictures,TV,Comedy|Romance|Slice of Life|Seinen,315.0,154806,2015,25879
3350,Kakushigoto (TV),Ajia-Do,TV,Comedy|Slice of Life|Shounen,357.0,130466,2020,40716
3351,High Score Girl II,J.C.Staff,TV,Comedy|Romance|Game|School|Seinen,876.0,79913,2019,39570
3352,Sora yori mo Tooi Basho,Madhouse,TV,Adventure|Comedy|Drama,299.0,207086,2018,35839
3353,Dr. Stone: Stone Wars,TMS Entertainment,TV,Adventure|Comedy|Sci-Fi|Shounen,48.0,492161,2021,40852
3354,Gintama.: Porori-hen,Bandai Namco Pictures,TV,Action|Comedy|Sci-Fi|Historical|Parody|Samurai|Shounen,637.0,105230,2017,35843
3355,Monster Musume no Oishasan,Arvo Animation,TV,Comedy|Fantasy|Romance|Ecchi,2476.0,93404,2020,40708
3356,Dragon Ball GT,Toei Animation,TV,Action|Adventure|Comedy|Fantasy|Sci-Fi|Super Power|Shounen,1290.0,481017,1996,225
3357,Dragon Quest: Dai no Daibouken (2020),Toei Animation,TV,Action|Adventure|Fantasy|Shounen,2667.0,0,2020,40906
3358,Tonari no Kyuuketsuki-san,Studio Gokumi|AXsiZ,TV,Comedy|Girls Love|Slice of Life|Supernatural|Vampire,1833.0,43822,2018,37579
3359,"Wake Up, Girls!",Tatsunoko Production|Ordet,TV,Drama|Music,3029.0,21638,2014,19023
3360,Ro-Kyu-Bu! SS,Barnum Studio|Project No.9,TV,Comedy|Sports|Ecchi|School,2950.0,23093,2013,16051
3361,Kamigami no Asobi,Brain's Base,TV,Fantasy|Romance|Supernatural|Harem|Shoujo,2065.0,81875,2014,21563
3362,Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?,Satelight|C2C,TV,Drama|Fantasy|Romance|Sci-Fi,613.0,204004,2017,33502
3363,Yamada-kun to 7-nin no Majo (TV),LIDENFILMS,TV,Comedy|Mystery|Romance|Supernatural|Harem|School|Shounen,189.0,505426,2015,28677
3364,Fairy Gone,P.A. Works,TV,Action|Fantasy|Supernatural|Demons,4355.0,43059,2019,39063
3365,Samurai 7,Gonzo,TV,Sci-Fi|Historical|Mecha|Samurai,1235.0,72210,2004,166
3366,Ooyasan wa Shishunki!,Seven Arcs Pictures,TV,Comedy|Slice of Life,3110.0,30831,2016,31621
3367,Zettai Bouei Leviathan,Gonzo,TV,Comedy|Fantasy,4950.0,12776,2013,17681
3368,Seikimatsu Occult Gakuin,A-1 Pictures,TV,Comedy|Mystery|Sci-Fi|Supernatural|School,2050.0,48870,2010,6974
3369,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,Seven,TV,Comedy|Romance|Slice of Life|Seinen,624.0,145730,2015,29067
3370,Fantasy Bishoujo Juniku Ojisan to,OLM Team Yoshioka,TV,Adventure|Comedy|Fantasy,2462.0,0,2022,48997
3371,Shadows House,CloverWorks,TV,Slice of Life|Supernatural|Seinen,786.0,67941,2021,43439
3372,Oruchuban Ebichu,Gainax,TV,Comedy|Ecchi|Seinen,2629.0,21808,1999,1060
3373,Magic-Kyun! Renaissance,Sunrise,TV,Romance|Music|School,2929.0,25915,2016,33299
3374,Shokugeki no Souma: Shin no Sara,J.C.Staff,TV,Gourmet|Ecchi|School|Shounen,212.0,389273,2019,39940
3375,Momo Kyun Sword,Project No.9|Tri-Slash,TV,Comedy|Fantasy|Ecchi,6692.0,10637,2014,22225
3376,Fate/kaleid liner Prisma☆Illya 2wei!,SILVER LINK.,TV,Action|Comedy|Fantasy,1284.0,100796,2014,20509
3377,Aldnoah.Zero,A-1 Pictures|TROYCA,TV,Action|Sci-Fi|Mecha|Military,700.0,332930,2014,22729
3378,Basquash!,Satelight,TV,Sports|Mecha|Shounen,3054.0,19484,2009,5675
3379,Shounen Hollywood: Holly Stage for 49,Zexcs,TV,Slice of Life|Music|Shoujo,6657.0,4597,2014,23151
3380,Dokidoki! Precure,Toei Animation,TV,Action|Fantasy|Shoujo,4453.0,12001,2013,16419
3381,Cardcaptor Sakura: Clear Card-hen,Madhouse,TV,Adventure|Comedy|Fantasy|Romance|Shoujo,1447.0,42172,2018,33354
3382,Beyblade Burst Chouzetsu,OLM,TV,Action|Adventure|Sci-Fi|Sports|Kids,5359.0,6910,2018,37283
3383,Sonic X,TMS Entertainment,TV,Adventure|Comedy|Sci-Fi|Mecha|Kids|Shounen,3028.0,48312,2003,1816
3384,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,SILVER LINK.,TV,Comedy|Drama|Fantasy|Romance|Harem|School|Shoujo,468.0,228361,2020,38555
3385,Danna ga Nani wo Itteiru ka Wakaranai Ken,Seven,TV,Comedy|Romance|Slice of Life|Seinen,572.0,220833,2014,26349
3386,Luck & Logic,Doga Kobo,TV,Action|Fantasy,3771.0,52799,2016,32083
3387,Sushi Police,KOO-KI,TV,Comedy|Gourmet|Police,8744.0,4691,2016,31633
3388,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),Lerche,TV,Drama|Psychological|School,152.0,666576,2017,35507
3389,Koutetsujou no Kabaneri,Wit Studio,TV,Action|Drama|Fantasy|Horror|Supernatural,524.0,466450,2016,28623
3390,ChäoS;HEAd,Madhouse,TV,Mystery|Sci-Fi|Supernatural|Harem|Psychological,2187.0,183293,2008,4975
3391,Yuri!!! on Ice,MAPPA,TV,Comedy|Sports,279.0,573418,2016,32995
3392,Tokyo Majin Gakuen Kenpucho: Tou,AIC Spirits|BeSTACK,TV,Action|Drama|Fantasy|Horror|Supernatural|Martial Arts|School,2478.0,31981,2007,1860
3393,Miracle☆Train: Oedo-sen e Youkoso,Yumeta Company,TV,Fantasy|Shoujo,5350.0,7927,2009,7103
3394,Kitakubu Katsudou Kiroku,Nomad,TV,Comedy|Slice of Life|School,3693.0,18166,2013,18495
3395,Hachigatsu no Cinderella Nine (TV),TMS Entertainment,TV,Sports|School,5498.0,9064,2019,38091
3396,Bishoujo Senshi Sailor Moon S,Toei Animation,TV,Drama|Romance|Shoujo,698.0,100592,1994,532
3397,Maria†Holic Alive,Shaft,TV,Comedy|Girls Love|Parody|School,2573.0,35198,2011,9712
3398,Major S2,Studio Hibari,TV,Comedy|Drama|Sports|Shounen,753.0,55638,2005,558
3399,Gensou Sangokushi: Tengen Reishinki,GEEK TOYS,TV,Fantasy|Historical,9143.0,0,2022,49514
3400,RobiHachi,Studio Comet,TV,Adventure|Comedy|Sci-Fi|Space,4840.0,10067,2019,38707
3401,Mahou Shoujo Ikusei Keikaku,Lerche,TV,Action|Fantasy|Supernatural|Suspense,2093.0,73379,2016,33003
3402,Jingai-san no Yome,Saetta,TV,Comedy|Fantasy|Romance|Josei,5407.0,20418,2018,37992
3403,Ore wo Suki nano wa Omae dake ka yo,Connect,TV,Comedy|Romance|Harem|School,723.0,244036,2019,38483
3404,Goblin Slayer,White Fox,TV,Action|Adventure|Fantasy,365.0,661298,2018,37349
3405,"Inari, Konkon, Koi Iroha.",Production IMS,TV,Comedy|Romance|Supernatural|School|Seinen,1206.0,76783,2014,20457
3406,Hikaru no Go,Studio Pierrot,TV,Comedy|Supernatural|Game|Shounen,857.0,68292,2001,135
3407,Ongaku Shoujo (TV),Studio Deen,TV,Slice of Life|Music,6818.0,4592,2018,37481
3408,Pet,Geno Studio,TV,Mystery|Supernatural|Psychological|Seinen,3865.0,24729,2020,37522
3409,Senjuushi,TMS Entertainment,TV,Action|Military,9095.0,2357,2018,37571
3410,Strawberry Panic,Madhouse|Imagin,TV,Drama|Girls Love|Romance|School,2011.0,63322,2006,855
3411,Munou na Nana,Bridge,TV,Supernatural|Suspense|Psychological|Super Power|Shounen,1212.0,143990,2020,41619
3412,Boku wa Tomodachi ga Sukunai,AIC Build,TV,Comedy|Romance|Slice of Life|Ecchi|School,404.0,540798,2011,10719
3413,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,Ajia-Do,TV,Comedy|Fantasy|Ecchi|Harem,810.0,454518,2018,37210
