,Title,Studios,Genres,Rank,Completed_count,Year,Anime_id
11842,Gakuen Senki Muryou Recap,,Adventure,0,107,2001,34892
11843,SMAP 2000 Concert Anime,,Action|Sci-Fi,0,51,2000,48673
11844,Hashire Melos,,Adventure,0,143,1979,35497
11845,Green Co-Op CMs,,Fantasy|Slice of Life,0,41,2017,38931
11846,Tell the Story to You,Flat Studio,Music,0,60,2020,43712
11847,Cine Mileage Card x Asa Da yo! Kaishain,,Comedy|Music,0,83,2017,34911
11848,Wonder-kun no Hatsu Yume Uchuu Ryokou,,Adventure,0,137,1969,12807
11849,The★Fire G-Men,,Kids,0,99,1974,38338
11850,Robinson Crusoe: Mujintou no Bouken,,Adventure|Drama,0,47,2000,35495
11851,Golden Douga Gekijou Specials,W-Toon Studio|DMM.futureworks,Comedy,0,167,2020,51149
11852,Qin Shi Mingyue: Jingke Waizhuan,,Action|Fantasy,0,30,2004,44126
11853,Lilttle Wonders: Sneeze,DandeLion Animation Studio,Kids,0,69,2013,40641
11854,Mahou no Tenshi Creamy Mami no Otogibanashi,,Fantasy|Shoujo,0,157,2014,32257
11855,Ginga Tetsudou no Yoru: Fantasy Railroad in the Stars Special,KAGAYA Studio,Drama|Fantasy|Mystery,0,108,2007,33717
11856,Sunoko-tan. Promotion Anime,,Comedy|Music,0,65,2020,41655
11857,Soba Dokan,,Comedy|Mecha|Parody,0,22,2009,41113
11858,Mori no Kokoro-Koro,,Fantasy,0,96,2005,37420
11859,Pocari Sweat Run Carnival 2019,,Sports|Music,0,151,2019,43417
11860,Oishinbo Pilot,Shin-Ei Animation,Slice of Life|Seinen,0,31,2016,49450
11861,Shiseido HG Super Hard,Polygon Pictures,Comedy,0,98,1995,34722
11862,Dennou Senshi Dokan-kun: Champ Dokan,,Comedy|Sports|Mecha|Parody,0,27,2007,41111
11863,Plus Kouji,,Slice of Life,0,24,2017,36221
11864,Kaettekita Dr. Slump: Arale-chan Special,Toei Animation,Comedy|Sci-Fi|Shounen,0,139,1990,34877
11865,Eiyuu ni wa Narenai Bokura Dakara,,School,0,125,2003,34690
11866,Saint Elmo: Hikari no Raihousha,Toei Animation,Sci-Fi,0,118,1987,8561
11867,Tsubuyaki-tai Specials,,Comedy,0,47,2011,34164
11868,Tensai Ouji no Akaji Kokka Saisei Jutsu: Short Drama Specials,,Comedy|Slice of Life,0,0,2022,50905
11869,Himitsukessha Taka no Tsume Countdown Specials,DLE,Comedy|Parody|Super Power,0,67,2009,34369
11870,Nyamen: Tenkai Daiichi Joshi Koukou Bunka Matsuri Tokubetsu Eizou,,Music,0,114,2014,31166
11871,Shima Kousaku no Asia Risshi-den Specials,,Drama|Seinen,0,41,2013,33539
11872,MaxValu Kyushu,,Slice of Life,0,146,2008,37421
11873,Cofun Gal no Coffy  Specials,,Comedy|Parody,0,58,2006,34356
11874,Victor Hyper Robot Compo CM's,Gainax,Fantasy|Sci-Fi,0,68,1986,45627
11875,Nakano Harada Kekkon Kyousoukyoku,,Music,0,106,2014,36673
11876,Million Doll: Otaku Go Kouza,Asahi Production,Comedy,0,56,2015,42114
11877,Kyushu Love Milk Club,,Slice of Life,0,88,2006,37419
11878,Kabushikigaisha Global Market CMs,,Comedy|Slice of Life,0,39,2015,42109
11879,Kobo-chan Special,,Comedy|Slice of Life|School|Kids,0,41,1990,39344
11880,The King of Fighters XV,,Action|Martial Arts|Super Power|Shounen,0,0,2021,48582
11881,Otoko wa Tsurai yo: Torajirou Wasurenagusa,Eiken,Comedy|Romance,0,69,1998,19559
11882,Rokuko-chan,Decovocal,Kids,0,82,2013,34425
11883,Kamiusagi Rope Specials,,Comedy|Slice of Life,0,86,2011,30148
11884,Himitsukessha Taka no Tsume: Teikyou Kakutoku Daisakusen - Sakusen Kaigi,DLE,Comedy|Parody,0,93,2009,34373
11885,Opette,,Avant Garde|Music,0,81,2009,42601
11886,Tesapuru dayo! Schedule no Au Hito dake Shuugou!,,Comedy,0,99,2015,34960
11887,Gintama: Dai Hanseikai,Sunrise,Action|Comedy|Parody|Samurai,2092,21745,2010,10643
11888,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Seton Tankentai! Sumidagawa no Chikai - Omoide no Shiroi Kujira wo Sagase!,,Comedy|Police,8542,176,2007,33879
11889,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: The Final - Ryoutsu Kankichi Saigo no Hi,Gallop,Comedy|Slice of Life|Police|Shounen,7823,273,2016,33454
11890,Maken-Ki! Two Specials,Xebec,Ecchi,4992,15264,2014,23989
11891,Masou Gakuen HxH Specials,Production IMS,Ecchi|Harem,4193,19420,2016,34447
11892,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryou-san no Sushi Kui Nee! - Choujou Maguro Taiketsu!!,,Comedy|Police,8953,189,2007,33880
11893,Uma Musume: Pretty Derby - 1st Anniversary Special Animation,Studio Kai,Comedy|Slice of Life|Sports,6468,608,2022,51225
11894,Suna no Akari,,Fantasy|Music,10497,148,2017,41102
11895,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Washi to Ore!? - Bokura wa Asakusa Shounen Tanteidan!,,Comedy|Police,9005,180,2008,33881
11896,Kinnikuman: Kessen! Shichinin no Choujin tai Uchuu Nobushi,Toei Animation,Action|Comedy|Sports|Shounen,8874,415,1984,3280
11897,Captain Tsubasa Special,,Sports,8287,238,2019,40606
11898,"Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryoutsu no Asakusa Renewal Daisakusen!! - Aa, Omoide no Hanayashiki",,Comedy|Police,9053,180,2006,33878
11899,Twisted Wonderland 1st Anniversary PV,,Demons|Music,8066,348,2021,48952
11900,Girls & Panzer: Saishuushou Part 3 Specials,,Comedy|Military|School,5592,1030,2021,49690
11901,Nu Wushen de Canzhuo Spring Festival Special,,Comedy|Gourmet|Slice of Life,6437,730,2021,47614
11902,Kindaichi Shounen no Jikenbo: Shinigami Byouin Satsujin Jiken,Toei Animation,Mystery|Shounen,7477,658,1997,21701
11903,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryou-san to Chuuken Lucky Monogatari - Kameari Dai Houimou wo Kawase!!,,Comedy|Police,8257,194,2005,33876
11904,Kindaichi Shounen no Jikenbo Returns 2nd Season: Akechi Keibu no Jikenbo,Toei Animation,Mystery|Shounen,5645,1085,2015,32376
11905,Toradora!: Bentou no Gokui,J.C.Staff,Comedy|Gourmet|Romance|Slice of Life|School,826,135475,2011,11553
11906,Dumbbell Nan Kilo Moteru?: Silverman-Gym Oni Tore Kouza,Doga Kobo,Comedy|Slice of Life|Sports|Ecchi,7539,690,2019,41463
11907,Tako ni Natta Okaasan,Shin-Ei Animation,Drama|Historical,8742,181,2003,20235
11908,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Maguro no Notta Keikan,,Comedy|Police,8392,246,2005,33874
11909,Magic Knight Rayearth Pilot,Tokyo Movie Shinsha,Action|Fantasy|Mecha|Shoujo,8692,385,2014,38372
11910,Ys IV: The Dawn of Ys,,Action|Adventure|Fantasy|Game,9587,437,1993,23825
11911,"Yakeato no, Okashi no Ki",Shin-Ei Animation,Drama|Kids,9274,175,2006,15815
11912,Super Robot Taisen OG: Divine Wars - Sorezore no Michi,OLM,Action|Comedy|Mecha,6384,1387,2007,4075
11913,Yomigaeru Sora: Rescue Wings - Saigo no Shigoto,J.C.Staff,Drama|Military|Seinen,5135,2081,2006,1843
11914,Yi Guan Xing Shen,FILMONY,Slice of Life,8794,306,2020,43020
11915,Schick x Evangelion,Khara,Comedy|Parody,6389,5866,2015,31115
11916,Nine,Group TAC,Action|Sports|School|Shounen,9528,243,1983,8953
11917,HeatGuy J Special,Satelight,Action|Adventure|Sci-Fi|Mecha|Police,5738,1483,2003,1774
11918,Kita e.: Diamond Dust Drops Special,,Drama|Slice of Life,8432,664,2004,7571
11919,Kindaichi Shounen no Jikenbo Specials,Toei Animation,Mystery|Shounen,5591,1201,2007,3245
11920,Kekkaishi : Yoshimori no Omoi,Sunrise,Adventure|Comedy|Fantasy|Shounen,8551,294,2007,39315
11921,Dr. Slump: Arale-chan - Penguin Mura no Shouboutai,,Comedy|Sci-Fi|Shounen,9977,247,1984,34878
11922,Wakakusa Monogatari,Toei Animation,Slice of Life|Historical,8584,549,1980,4991
11923,"Tekkamen wo Oe: ""d'Artagnan Monogatari"" yori",Gallop,Action|Historical,9184,372,1987,8214
11924,Taiho Shichau zo: Full Throttle - Watashitachi no Iru Basho,Studio Deen,Action|Adventure|Comedy|Police,5691,1534,2008,6312
11925,Young Herlock wo Oe! Cosmo Warrior Zero Gaiden,Vega Entertainment,Adventure|Drama|Sci-Fi|Military|Space,7621,1169,2002,1677
11926,Ganbare! Kickers Specials,Studio Pierrot,Comedy|Drama|Sports|Kids,8208,481,1988,33498
11927,Stratos 4: Logbook,Studio Fantasia,Action|Sci-Fi|Ecchi,7886,853,2006,1903
11928,Seikai no Danshou: Tanjou,Sunrise,Romance|Sci-Fi|Military|Space,3872,5382,2000,1124
11929,Juugo Shounen Hyouryuuki,Toei Animation,Adventure|Drama|Historical,9533,307,1982,5013
11930,Nomad: Megalo Box 2 Short Anime,TMS Entertainment,Sports,8848,229,2021,48678
11931,Mikan Enikki Specials,Nippon Animation,Comedy|Slice of Life|Shoujo,9133,203,1993,25661
11932,Fushigi Yuugi Special: Nakago Shikkari Shinasai!,Studio Pierrot,Comedy,5865,1490,1996,27567
11933,Princess Principal: Crown Handler Movie 1 - Busy Easy Money,Actas,Comedy|Mystery|Historical,6533,713,2021,49138
11934,Tantei Opera Milky Holmes: Psycho no Aisatsu,J.C.Staff,Comedy|Mystery|Super Power,7036,704,2018,38540
11935,Hitomi no Naka no Shounen: Juugo Shounen Hyouryuuki,Nippon Animation,Adventure|Historical,8404,471,1987,9095
11936,Sengoku Night Blood: Ongaku Dai Tokushuu,Typhoon Graphics,Fantasy|Romance|Historical|Music,8346,567,2017,36834
11937,Umigame to Shounen,Shin-Ei Animation,Drama|Historical,9661,173,2002,20225
11938,Lupin III: Part 6 - Jidai,TMS Entertainment,Action|Adventure|Comedy|Mystery|Seinen,3349,2612,2021,50094
11939,Cinderella Girls Gekijou: Climax Season Specials,,Comedy|Slice of Life,9419,197,2019,40753
11940,Chouyaku Hyakuninisshu: Uta Koi. - Sake to Kikoushi ~ Murasaki Kishikibu to Kintou,TYO Animations,Historical|Josei,7786,679,2013,16119
11941,Romeo no Aoi Sora Specials,Nippon Animation,Adventure|Drama|Slice of Life|Historical,8604,346,2001,23581
11942,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Jump Festa Special,Tatsunoko Production,Comedy|Police,7958,414,1985,3546
11943,Robot Girls Z: Fukkatsu no Chika Teikoku!? Robot Girls Z vs. Nazo no Sandai Shuyaku Robo!,Directions,Comedy|Mecha|Parody,9779,244,2018,36298
11944,Jewelpet Twinkle☆: Hohoemi no Niji ni Dokki☆Doki!,Studio Comet,Fantasy|School|Shoujo,6989,809,2013,19619
11945,Tenchi Muyou! Ryououki 3rd Season Picture Drama,,Comedy|Slice of Life,8495,392,2003,37789
11946,Ultraman M78 Gekijou: Love and Peace,,Comedy|Sci-Fi|Parody|Space|Super Power|Kids,10014,188,1999,30122
11947,Grisaia no Rakuen Specials,8bit,Ecchi,2469,43880,2015,31368
11948,"Wake Up, Girls! no Miyagi PR Yarasete Kudasai!",Ordet,Drama,8067,925,2016,32382
11949,Taiho Shichau zo: Nagisa no Koutsuu Yuudou,Studio Deen,Action|Comedy|Police|Seinen,5106,2750,1997,4162
11950,Kekkaishi,,Fantasy|Supernatural|Demons|Shounen,9796,249,2004,40347
11951,Nine: Kanketsu-hen,Group TAC,Romance|Sports|School|Shounen,9226,323,1984,9244
11952,Tales of Symphonia The Animation: Sekai Tougou-hen Specials,ufotable,Comedy,5005,3237,2011,12709
11953,Black Jack : Hizouban Specials,Tezuka Productions,Adventure,5706,1430,2006,4071
11954,Soukyuu no Fafner: Dead Aggressor - Exodus Special,Xebec|I.Gzwei,Action|Drama|Sci-Fi|Mecha|Military,7469,725,2015,32034
11955,Yomigaeru Sora Pilot,J.C.Staff,Action|Military|Seinen,8290,560,2006,24527
11956,Sketchbook: Full Color's Picture Drama,Hal Film Maker,Comedy|Slice of Life,7612,1170,2008,6251
11957,Galaxy Angel Specials,Madhouse,Comedy|Sci-Fi,6340,1415,2002,13287
11958,Hetalia World★Stars Specials,Studio Deen,Comedy|Historical|Parody,6364,1188,2021,48627
11959,Medamayaki no Kimi Itsu Tsubusu?,Fanworks,Comedy|Gourmet|Seinen,9612,253,2014,24275
11960,Tide-Line Blue: Kyoudai,Telecom Animation Film,Adventure|Drama|Shounen,6705,1224,2006,1001
11961,"Tamayura: More Aggressive - Tsuitachi dake no Shuugakuryokou, Nanode",TYO Animations,Comedy|Drama|Slice of Life,4108,3076,2014,21737
11962,Onnanoko tte.,,Comedy|Slice of Life|Shoujo,10429,169,2015,29825
11963,Warau Salesman Dai SP-banashi,Shin-Ei Animation,Comedy|Drama|Supernatural|Psychological|Seinen,9072,171,1990,35116
11964,Starmyu 3rd Season: Encore,,Slice of Life|Music|School,8003,287,2019,40431
11965,Tezuka Osamu Monogatari: Boku wa Son Gokuu,,Adventure,8875,374,1989,9531
11966,Princess Knight☆Catue DVD-BOX Special,Studio 9 Maiami,Hentai,9740,180,2012,49734
11967,Hakumei to Mikochi: Neji to Bed to Irori to Bakuchi,Lerche,Fantasy|Slice of Life|Seinen,3000,4415,2018,37109
11968,Tegamibachi: Omakebachi,Studio Pierrot,Comedy,6082,1553,2010,9673
11969,"Slime Boukenki: Umi da, Yeah!",Production I.G,Action|Adventure|Comedy|Fantasy|Game,9708,548,1999,8664
11970,Cyborg 009: The Cyborg Soldier - Kami no Ubugoe,,Action|Adventure|Sci-Fi|Mecha|Shounen,8105,399,2003,40251
11971,Ninkuu: Knife no Bohyou,Studio Pierrot,Action|Adventure|Comedy|Martial Arts|Shounen,9258,342,1994,16345
11972,Warau Salesman Tokubetsu Bangumi,Shin-Ei Animation,Supernatural|Psychological|Seinen,7867,281,1992,35158
11973,Shin Takarajima,Mushi Production,Adventure|Kids,9963,204,1965,15823
11974,Kiss Dum: Omokage,Satelight,Sci-Fi|Mecha|Military,9171,464,2011,11505
11975,Uchuu Senkan Yamato 2199: Tsuioku no Koukai,Xebec|AIC,Action|Drama|Sci-Fi|Military|Space,7003,909,2014,23931
11976,Samurai Gun Special,Studio Egg,Action|Historical|Seinen,9408,433,2005,22031
11977,Girls & Panzer Movie: Cinematic Concert - Fushou Akiyama Yukari no Sensha Kouza - Shoujun-hen,Actas,Military|School,7909,440,2017,49153
11978,Hikari: Kariya wo Tsunagu Monogatari,Zexcs,Sports,9654,347,2016,32943
11979,SmaSTATION-3 SMAnime,,Action|Comedy,9023,270,2004,9421
11980,Seikai no Senki II Special,Sunrise,Action|Romance|Sci-Fi|Military|Space,8881,255,2005,39333
11981,Danball Senki Wars: All Star Battle,OLM,Action|Mecha|School|Kids,8532,399,2014,33957
11982,Mahou Shoujo Lyrical Nanoha Picture Drama,,Comedy|Parody,9259,356,2014,35501
11983,Steins;Gate 0: Kesshou Takei no Valentine - Bittersweet Intermedio,White Fox,Comedy,1819,58037,2018,37492
11984,Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,Bandai Namco Pictures,Action|Comedy|Historical|Parody|Samurai|Shounen,1909,21605,2015,32122
11985,Onihei Pilot,,Historical|Seinen,9604,248,2017,37680
11986,eX-Driver the Movie Specials,,Comedy,8561,550,2002,12351
11987,Youkai Ninpouchou Jiraiya!,,Action|Comedy,10614,211,2015,31170
11988,Kiss Dum R: Meguriahi,Satelight,Sci-Fi|Mecha|Military,8607,524,2008,12689
11989,Seikai no Senki Special,Sunrise,Action|Romance|Sci-Fi|Military|Space,5217,1754,2001,399
11990,Toshiwasure Guda Guda Order 2016,TROYCA,Comedy,8810,526,2016,40469
11991,Stitch!: Itazura Alien no Daibouken - Uchuu Ichi no Oniichan,Madhouse,Adventure|Comedy|Sci-Fi|Kids,9630,375,2010,25889
11992,Peace Maker Kurogane Special,Gonzo,Action|Comedy|Drama|Historical|Samurai|Shounen,6934,1185,2003,9568
11993,Koukaku Kidoutai: Shin Movie Virtual Reality Diver,Production I.G,Sci-Fi|Police|Seinen,7710,917,2016,31617
11994,Senkou no Night Raid Specials,A-1 Pictures,Action|Historical|Military|Super Power,5026,3042,2010,8800
11995,Hikaru no Go Recaps,,Supernatural|Game|Shounen,8593,361,2003,41191
11996,Chikyuu Bouei Kazoku Special,,Action|Drama|Game,9195,234,2002,6579
11997,Mini Van Special,DLE,Comedy|Slice of Life|Game|Parody,8508,488,2013,20999
11998,Cyborg 009: The Cyborg Soldier - Yomi no Gunzou,,Action|Adventure|Sci-Fi|Mecha|Shounen,9485,186,2002,40250
11999,Shiroi Kiba White Fang Monogatari,Sunrise,Adventure|Drama|Historical,8460,397,1982,5933
12000,"Urusei Yatsura: Haru da, Tobidase!",Studio Pierrot,Action|Adventure|Comedy|Drama|Romance|Sci-Fi,5959,2416,1982,1481
12001,"Kabuki-bu!: Oogiri ""Chiyocolate-gassen""",Studio Deen,School,8990,338,2017,35416
12002,Shinrabanshou.mp3,,Avant Garde|Music,10198,196,2018,40158
12003,Uchuusen Sagittarius Pilot,,Adventure|Sci-Fi,10159,166,1982,26447
12004,Lupin III: Prison of the Past,TMS Entertainment,Action|Adventure|Comedy|Mystery|Seinen,5733,1644,2019,40578
12005,Ganbare Douki-chan Special,AtelierPontdarc,Comedy|Romance|Ecchi,7070,1341,2021,49869
12006,Cheer Danshi!! Specials,Brain's Base,Sports|School,9291,522,2016,34548
12007,Hachigatsu no Cinderella Nine Episode 13,TMS Entertainment,Sports|School,7535,854,2021,49913
12008,Machi Ichiban no Kechinbou,,Drama|Supernatural|Historical|Music,10046,189,1978,19971
12009,Senkou no Night Raid: Aruku Hako,A-1 Pictures,Action|Historical|Super Power,7813,1297,2010,10201
12010,Ouritsu Uchuugun: Honneamise no Tsubasa Pilot,Gainax,Sci-Fi|Seinen,8245,1061,1985,17787
12011,"Solty Rei: Surechigau Kimochi de, Omoi Au Kokoro de.",Gonzo,Comedy|Drama,4870,2413,2006,3138
12012,Ginga Tetsudou 999: Eien no Tabibito Emeraldas,Toei Animation,Sci-Fi|Space,7204,788,1980,6734
12013,Boku no Chikyuu wo Mamotte: Kiniro no Toki Nagarete,Production I.G,Drama|Romance|Sci-Fi|Music|Shoujo,7728,556,2001,10036
12014,Koro no Dai Sanpo,Studio Ghibli,Adventure,8065,492,2001,6975
12015,Ginga Hyouryuu Vifam: Chicago Super Police 13,,Action|Comedy|Parody|Police,10263,193,1985,14067
12016,Guilty Gear X,,Action|Game|Martial Arts|Super Power,9033,451,2003,37857
12017,Nine 2: Koibito Sengen,Group TAC,Romance|Sports|School|Shounen,9106,354,1983,9243
12018,"Tamayura: Hitotose - Attakai Kaze no Omoide, Nanode",TYO Animations,Comedy|Drama|Slice of Life,3466,5279,2012,11793
12019,Sengoku Musou: Sengoku Musou High School,TYO Animations,Comedy|Samurai|School,8732,512,2015,30390
12020,Yawara!: Zutto Kimi no Koto ga...,Madhouse,Action|Comedy|Drama|Slice of Life|Sports|Martial Arts,5753,1223,1996,2009
12021,UFO Princess Valkyrie: Shichiten Battou Hanayome Shuugyou,TNK,Comedy|Romance|Sci-Fi,5761,2290,2003,1129
12022,Saint Seiya: Gold Saints Data File,Toei Animation,Action|Fantasy|Shounen,8499,578,2006,35326
12023,Neo Faust,,Supernatural,9929,241,1999,30217
12024,Osomatsu-kun (1988): Appare! Chibita no Onitaiji zansu,Studio Pierrot,Comedy,9605,218,1988,32087
12025,Choujigen Game Neptune: Hi☆Light,,Action|Comedy|Fantasy|Sci-Fi|Supernatural|Parody,7355,726,2020,40073
12026,Nekogami Yaoyorozu Specials,AIC PLUS+,Comedy|Supernatural|Seinen,8399,674,2011,13681
12027,Ginga Tetsudou 999: Kimi wa Haha no You ni Aiseru ka!!,,Sci-Fi|Space,7915,694,1980,6735
12028,Tenpou Ibun: Ayakashi Ayashi - Ayashi Shinkyoku,Bones,Action|Drama|Supernatural|Historical,6111,1210,2007,3248
12029,Tondemo Nezumi Daikatsuyaku,Nippon Animation,Adventure,9534,337,1979,5272
12030,X-Men Openings,,Action|Super Power,8143,342,1994,42142
12031,Tenkuu no Escaflowne Recaps,Sunrise,Adventure|Fantasy|Romance,8363,355,2012,39329
12032,Mameshiba x Gaist Crusher Collab CM,,Comedy|Fantasy|Parody,10449,169,2014,33547
12033,Tamayura: More Aggressive Picture Drama,TYO Animations,Comedy|Drama,8686,518,2013,25169
12034,Shin Koihime†Musou OVA Omake,,Adventure|Comedy|Fantasy|Ecchi,8595,760,2010,15095
12035,Maze☆Bakunetsu Jikuu: Hot Springs,,Action|Comedy|Fantasy|Ecchi,8710,536,1998,3884
12036,Boku wa Robot-goshi no Kimi ni Koi wo Suru,A-1 Pictures,Romance|Sci-Fi,7313,1401,2017,36542
12037,Stella no Mahou Specials,SILVER LINK.,Comedy|Slice of Life|School,5234,2769,2017,35522
12038,Install Pilot,Asahi Production,Action|Sci-Fi|Shounen,9793,305,2011,11043
12039,Potemayo Specials,J.C.Staff,Comedy|School|Seinen,4557,2641,2007,3292
12040,Taiho Shichau zo in America,Studio Deen,Action|Comedy|Police|Shounen,6424,2549,2002,2010
12041,The Curlydog Story,,Kids,10228,203,2008,36279
12042,Koisuru Tenshi Angelique: Kagayaki no Ashita Special,,Fantasy|Romance,6942,1198,2007,7333
12043,Ensemble Stars!! 5th Anniversary Animation PV,David Production,Music,8480,337,2021,49060
12044,Fire Emblem Heroes Book III Movie：Cohort of the Dead,,Action|Fantasy|Horror|Supernatural|Game,8649,378,2019,43565
12045,Hidamari Sketch x 365 Recap,Shaft,Comedy|Slice of Life|School,8325,537,2009,28913
12046,Yuru Camp△ Season 2 Specials,C-Station,Comedy|Slice of Life,3936,2553,2021,49026
12047,Black Jack Specials: Inochi wo Meguru Yottsu no Kiseki,Tezuka Productions,Drama,4606,2902,2003,1373
12048,Suzy's Zoo: Daisuki! Witzy - Happy Birthday,Digital Media Lab,Kids,9967,196,2011,17209
12049,Uchuu Senkan Yamato Pilot Film,,Sci-Fi|Military|Space,9364,424,1990,37082
12050,Tantei Opera Milky Holmes: Fun Fun Party Night♪ - Ken to Janet no Okurimono,J.C.Staff,Comedy|Mystery|Super Power,6876,986,2016,33308
12051,Sore ga Seiyuu!: Petit Uchiage,Gonzo,Comedy|Slice of Life,5963,3150,2016,32993
12052,Ookiku Furikabutte: Natsu no Taikai-hen – Mokuhyou,A-1 Pictures,Comedy|Sports|Seinen,2959,5557,2010,9124
12053,Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note - Tokubetsu-hen,TROYCA,Fantasy|Mystery|Supernatural,1710,9914,2021,49361
12054,Wata no Kuni Hoshi Pilot,,Fantasy|Shoujo,9772,290,2007,37387
12055,Dr. Slump: Arale-chan - Penguin Mura Eiyuu Densetsu,Toei Animation,Comedy|Sci-Fi|Shounen,9493,346,1982,28371
12056,Lily to Kaeru to (Otouto),Toei Animation,Adventure|Comedy|Supernatural,7651,639,2006,10207
12057,Kyoto Animation: Souzou-hen,Kyoto Animation,Slice of Life,5946,1791,2021,49396
12058,Seikai no Monshou Special,Sunrise,Action|Romance|Sci-Fi|Military|Space,5375,2038,2000,1381
12059,Getsuyoubi no Tawawa 2 Special,Yokohama Animation Lab,Slice of Life|Ecchi,6337,1719,2021,49866
12060,Ani x Para: Anata no Hero wa Dare desu ka,Nippon Animation|Gallop|TMS Entertainment|DLE,Sports,8324,58,2017,37290
12061,Schoolyard,Suspenders,Avant Garde|Music,8190,406,2018,40001
12062,Kyoto Animation: Meiji-hen,Kyoto Animation,Historical,6540,1192,2021,49395
12063,Kakyuusei : Hajimemashite Tina!,PP Project,Romance|Sci-Fi|School,9841,328,2000,36528
12064,Princess Princess Specials,Studio Deen,Comedy|School|Shoujo,7603,940,2006,30625
12065,Mameshi-Pamyu-Pamyu,,Comedy|Parody,10523,192,2012,33551
12066,Tennis no Ouji-sama: Message in a Bottle,Production I.G,Comedy|Sports|School|Shounen,7202,1187,2009,29697
12067,Dr. Slump: Arale-chan no Koutsuu Anzen,Toei Animation,Comedy|Sci-Fi|Shounen,10068,318,1983,30420
12068,"Wake Up, Girl Zoo! Taiwan de Go!",Karasfilms,Comedy,10150,384,2017,34864
12069,Oh! Super Milk-chan Special,Studio Pierrot,Action|Comedy|Sci-Fi|Parody,9709,241,2002,18815
12070,UFO Princess Valkyrie: Recap,TNK,Comedy|Romance|Sci-Fi,8253,724,2003,11445
12071,Kyou no 5 no 2 Kagai Jugyou: Mizukake,Shinkuukan,Comedy|Ecchi|School|Seinen,4666,4122,2008,4078
12072,Bocchan,TMS Entertainment,Comedy|Historical,8904,427,1980,4680
12073,Tokiwa Kitareri!!,J.C.Staff,Action|Shounen,10087,308,2016,32564
12074,Shin Koihime†Musou: Otome Tairan OVA Omake,,Adventure|Comedy|Fantasy|Ecchi,8564,735,2011,15015
12075,Dr. Slump: Arale-chan '92 Oshougatsu Special,Toei Animation,Comedy|Sci-Fi|Shounen,9766,292,1992,28367
12076,Starmyu 2nd Season Special,,Music,7546,706,2017,35774
12077,Yumedamaya Kidan,Production I.G,Drama|Fantasy,6354,1853,2007,3003
12078,"Wake Up, Girl Zoo! Miyagi PR de Go!",Ordet|W-Toon Studio,Comedy,9497,558,2016,33105
12079,Kyoukaisenjou no Horizon Special,Sunrise,Action|Fantasy|Sci-Fi,7540,1582,2018,38046
12080,Majokko Shimai no Yoyo to Nene Movie Extra: Hatsukoi - Mikako Komatsu,ufotable,Music,8163,974,2014,25113
12081,Kyou Kara Maou! Recap,,Adventure|Comedy|Fantasy,8762,375,2005,39810
12082,Hamaneko,,Slice of Life,10494,202,2014,36622
12083,Doraemon: Benkyou Heya no Tsuribori,,Comedy|Sci-Fi|Kids|Shounen,8341,498,1979,36730
12084,Chiisana Koi no Monogatari: Chichi to Sally Hatsukoi no Shiki,,Romance|Slice of Life|Shoujo,9847,241,1984,25033
12085,Utawarerumono: Itsuwari no Kamen Specials,,Comedy|Fantasy|Parody,7200,1236,2016,33208
12086,Giniro no Kami no Agito Pilot,Gonzo,Adventure|Drama|Fantasy|Sci-Fi,9571,259,2006,39514
12087,Seihou Bukyou Outlaw Star Specials,Sunrise,Action|Adventure|Comedy|Sci-Fi|Ecchi,4120,4050,1998,33713
12088,Amanchu!: Upyopyo Dive Tsukkome! Umi no Sekai!,J.C.Staff,Comedy,8148,733,2016,39709
12089,Koihime†Musou OVA Omake,,Adventure|Comedy|Fantasy|Ecchi,8628,876,2009,15093
12090,Bakuon!! no Kobeya,TMS Entertainment,Comedy|Slice of Life|Seinen,7703,1461,2016,34623
12091,Nekota no Koto ga Kininatte Shikatanai.,,School|Shoujo,9026,508,2015,28963
12092,Boyfriend,Magic Bus,Romance|Sports|Shoujo,9732,312,1992,10435
12093,Hidamari Sketch Recap,Shaft,Comedy|Slice of Life|School,8104,608,2008,28911
12094,Mugen Senshi Valis,Sunrise,Action|Adventure|Fantasy,9721,499,1987,22943
12095,Space Cobra Pilot,,Action|Adventure|Sci-Fi|Space,7399,1205,1981,5742
12096,Toshokan Sensou: Koi no Shougai,Production I.G,Action|Comedy|Drama|Romance|Military,3032,7191,2008,5332
12097,Code Geass: Hangyaku no Lelouch DVD Magazine Picture Drama,,Comedy,9615,634,2007,41075
12098,Harukanaru Toki no Naka de 3: Kurenai no Tsuki Special,Yumeta Company,Comedy|Fantasy|Shoujo,7834,681,2008,4190
12099,Vampiyan Kids: Pilot,Production I.G,Action|Comedy|Vampire|Kids,8644,674,1999,4420
